id,street,street_from,street_to,install_year,verify_install_year,verify_install_year_diff,install_type,verify_install_type,road_type,road_type_recode,verify_install_date,verify_install_comment,verify_upgrade1_year,verify_upgrade1_date,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_date,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,geometry_len_km,clean_install_date_raw_count,clean_install_date_type,clean_install_date,clean_install_date_start,clean_install_date_end,clean_install_date_prepost,clean_install_date_notes,clean_upgrade1_date_raw_count,clean_upgrade1_date_type,clean_upgrade1_date,clean_upgrade1_date_start,clean_upgrade1_date_end,clean_upgrade1_date_prepost,clean_upgrade1_date_notes,clean_upgrade2_date_raw_count,clean_upgrade2_date_type,clean_upgrade2_date,clean_upgrade2_date_start,clean_upgrade2_date_end,clean_upgrade2_date_prepost,clean_upgrade2_date_notes,clean_install_semester,clean_upgrade1_semester,clean_upgrade2_semester,geometry_wkb
"318",Poplar Plains Rd,St Clair Ave W,Cottingham Rd,"2001","2009","8",Bike Lane,PL,Collector,Collector,Pre-2009,"PL PRE 2009: https://www.google.com/maps/@43.6820097,-79.4021319,3a,15.6y,350.55h,76.8t/data=!3m7!1e1!3m5!1sbT1wr2au55J5jQubXVapQQ!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu . No upgrades since.",,,,,,,,,,"0.938686040659128","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.4032 43.67806, -79.40307 43.67863, -79.40301 43.67915, -79.40301 43.67926, -79.40301 43.67935, -79.40301 43.67952, -79.40305 43.67969, -79.40305 43.67977, -79.40303 43.67984, -79.40298 43.67993, -79.40287 43.68008, -79.40255 43.68053, -79.40244 43.68065, -79.40233 43.68079, -79.40229 43.68086, -79.40227 43.68094, -79.40227 43.68102, -79.40226 43.68112, -79.40225 43.6812, -79.40224 43.68127, -79.40221 43.68134, -79.40216 43.68142, -79.40216 43.68149, -79.40214 43.68163, -79.40213 43.68175, -79.40212 43.68187, -79.40212 43.68202, -79.40221 43.68219, -79.40252 43.68293, -79.40269 43.68331, -79.40291 43.68379, -79.4031 43.68426, -79.40349 43.68518, -79.40388 43.68614))"
"319",Bay St,Davenport Rd,Yorkville Ave,"2001","2007","6",Bike Lane,PL,Major Arterial,Arterial,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.6723239,-79.3905201,3a,75y,118.08h,65.78t/data=!3m7!1e1!3m5!1sH_stCfY4vQcaiDN2ZIw7PQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.2512233341740692","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3902 43.67136, -79.39053 43.67214, -79.39069 43.67259, -79.39079 43.67272, -79.39101 43.67317, -79.39109 43.67331, -79.39119 43.6735))"
"320",Bayview Ave,400 M S  Arjay Cres,42.2 M N St Leonard's Ave,"2001","2007","6",Bike Lane,PL,Major Arterial,Arterial,pre-2007,,,,,,,,,,,"0.7727766593866777","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.38054 43.72587, -79.38104 43.72629, -79.38111 43.72634, -79.38114 43.72636, -79.38117 43.72638, -79.3812 43.72641, -79.38124 43.72643, -79.38127 43.72646, -79.3813 43.72648, -79.38132 43.72651, -79.38135 43.72653, -79.38138 43.72656, -79.38141 43.72659, -79.38143 43.72661, -79.38146 43.72664, -79.38149 43.72667, -79.38151 43.72669, -79.38153 43.72673, -79.38158 43.72678, -79.3816 43.72681, -79.38162 43.72684, -79.38164 43.72687, -79.38183 43.72728, -79.38184 43.7273, -79.38185 43.72733, -79.38186 43.72735, -79.38186 43.72737, -79.38187 43.7274, -79.38187 43.72742, -79.38188 43.72744, -79.38188 43.72747, -79.38189 43.72749, -79.38191 43.72771, -79.38191 43.72794, -79.3819 43.72804, -79.38145 43.73024, -79.38135 43.73065, -79.38114 43.73164, -79.38111 43.73176, -79.3811 43.73187, -79.38111 43.732, -79.38114 43.7322, -79.38118 43.73247, -79.38118 43.73247))"
"321",Davenport Rd,Macpherson Ave,Bedford Rd,"2001","2009","8",Bike Lane,PL,Major Arterial,Arterial,Pre-2009,"May 2009 SV: https://www.google.com/maps/@43.6766889,-79.4030376,3a,75y,179.49h,62.93t/data=!3m7!1e1!3m5!1s7bGX57Cmbn68gbblHN0ndQ!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.3975616538094821","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.39984 43.67437, -79.40016 43.67442, -79.40039 43.67447, -79.40054 43.67452, -79.40074 43.67462, -79.40259 43.67581, -79.40264 43.67588, -79.4027 43.67593, -79.40272 43.67597, -79.40276 43.67603, -79.40288 43.67635, -79.40293 43.67652, -79.40294 43.6766, -79.40296 43.67667, -79.40297 43.67673, -79.40298 43.67684))"
"322",Davenport Rd,Bedford Rd,Blackmore St,"2001","2007","6",Bike Lane,PL,Major Arterial,Arterial,Pre-2007,"PL pre 2007: https://www.google.com/maps/@43.6747949,-79.3959458,3a,76.4y,68.55h,84.24t/data=!3m7!1e1!3m5!1sWe_YVnBtFe-n0pZ5oQXNzA!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu","2022","Mid October, 2022",PBL,PBL as determined through construction notice: https://www.toronto.ca/wp-content/uploads/2022/08/94e1-6-CPP-Installation-NoticeDavenportPhase2-FinalUpdateAODA.pdf,,,,,,"0.7822607412803214","91",pre_year,,,,"2007",,"1",month,,2022/10/01 00:00:00,2022-10-31,,"Treated as October and ignored ""Mid""",,,,,,,,,"1",,"MULTILINESTRING ((-79.39119 43.6735, -79.39122 43.67354, -79.39141 43.67375, -79.39154 43.67392, -79.39157 43.67394, -79.39159 43.67396, -79.39161 43.67398, -79.39165 43.674, -79.39168 43.67402, -79.39173 43.67404, -79.39199 43.67418, -79.39292 43.67471, -79.39348 43.67503, -79.39361 43.67508, -79.39371 43.67511, -79.39385 43.67516, -79.39394 43.67518, -79.39405 43.67519, -79.39418 43.67519, -79.39432 43.67518, -79.39443 43.67518, -79.39451 43.67516, -79.39483 43.67508, -79.39661 43.67472, -79.39797 43.67444, -79.39809 43.67442, -79.39834 43.67438, -79.39869 43.67435, -79.39898 43.67436, -79.39984 43.67437))"
"323",Jones Ave,Gerrard St E,Queen St E,"2001","2007","6",Bike Lane,PL,Collector,Collector,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.6691769,-79.335585,3a,75y,177.86h,83.39t/data=!3m7!1e1!3m5!1sIffBfGoP2upvNUAI6WMwew!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.7654429462465299","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.33281 43.66267, -79.33295 43.66299, -79.33359 43.6645, -79.33381 43.66501, -79.33382 43.66503, -79.33417 43.66586, -79.33432 43.66617, -79.33453 43.66674, -79.33502 43.6679, -79.33532 43.66855, -79.33543 43.66882, -79.33545 43.66886, -79.33561 43.66925))"
"397",Grace St,Bloor St W,Harbord St,"2001","2007","6",Bike Lane,PL,Collector,Collector,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.6632345,-79.418739,3a,46.5y,166.67h,87.28t/data=!3m7!1e1!3m5!1sEGwCsmb4g6XpbI5ieRAdhg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.4083351406794274","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.41751 43.65993, -79.41825 43.66192, -79.41871 43.66308, -79.41872 43.66309, -79.41887 43.66347))"
"398",Russell Hill Rd,St Clair Ave W,Boulton Dr,"2001","2007","6",Bike Lane,PL,Collector,Collector,pre-2007,"SV Sep 2007: https://www.google.com/maps/@43.6814679,-79.4057042,3a,90y,124.42h,78.54t/data=!3m7!1e1!3m5!1slMbBQ3zqUcpqh8pvMxRHYw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.7068092391922541","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40305 43.68089, -79.40312 43.68097, -79.40316 43.681, -79.40323 43.68105, -79.40331 43.6811, -79.40339 43.68114, -79.40348 43.68119, -79.40357 43.68123, -79.40367 43.68126, -79.40374 43.68127, -79.40385 43.68129, -79.404 43.68131, -79.40542 43.68145, -79.4055 43.68146, -79.40562 43.68148, -79.40574 43.6815, -79.40587 43.68154, -79.40597 43.68159, -79.40606 43.68163, -79.40614 43.68169, -79.4062 43.68173, -79.40622 43.68174, -79.40629 43.68179, -79.40636 43.68186, -79.40644 43.68194, -79.4065 43.68202, -79.40656 43.6821, -79.4066 43.68219, -79.40665 43.68229, -79.40672 43.68248, -79.40672 43.68248, -79.4079 43.68535))"
"399",St George St,Dupont St,Lowther Ave,"2001","2007","6",Bike Lane,PL,Minor Arterial,Arterial,Pre-2007,"PL pre 2007 no upgrades since: https://www.google.com/maps/@43.6730045,-79.402183,3a,49.8y,162.97h,78.84t/data=!3m7!1e1!3m5!1sjs2TzRpMDxx9b0YkCu493g!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.6850188161523674","91",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40076 43.66982, -79.40187 43.67249, -79.40195 43.67269, -79.40203 43.67284, -79.40214 43.67299, -79.40229 43.67318, -79.40284 43.67388, -79.40298 43.67408, -79.40304 43.67418, -79.4031 43.67428, -79.40314 43.67434, -79.40327 43.67473, -79.4036 43.67559))"
"400",St George St,Lowther Ave,College St,"2001","2007","6",Bike Lane,PL,Minor Arterial,Arterial,Pre-2007,"PL pre 2007 no upgrades since: https://www.google.com/maps/@43.6638275,-79.3983122,3a,75y,135.96h,70.84t/data=!3m7!1e1!3m5!1sbRsf6msgpy5pVVsyT5E9zg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"1.303443066695497","91",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.3959 43.6587, -79.39595 43.65872, -79.39602 43.65875, -79.39607 43.65877, -79.39612 43.6588, -79.39617 43.65883, -79.39621 43.65886, -79.39625 43.6589, -79.39627 43.65893, -79.3963 43.65896, -79.39632 43.65899, -79.39635 43.65905, -79.3964 43.65913, -79.39644 43.65922, -79.3968 43.66012, -79.39682 43.66016, -79.39694 43.66045, -79.39762 43.66208, -79.39832 43.6638, -79.39844 43.66411, -79.39898 43.66544, -79.39963 43.66701, -79.39984 43.66752, -79.40032 43.66874, -79.40076 43.66982))"
"402",College St,Manning Ave,Bay St,"2001","2009","8",Bike Lane,PL,Major Arterial,Arterial,Pre-2009,"(K- PL along segment, disregard majority comment) PL* type about 50% of street segment, None (sharrows) on other 50% of segment; Imagery observation: PL on College St from Bay St to Manning Ave and from Lansdowne Ave to Dundas St. W ; Sharrows on College",,,,,,,,,,"2.235747528926041","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.38585 43.66082, -79.38668 43.66066, -79.38743 43.66051, -79.39049 43.65986, -79.39258 43.6594, -79.39259 43.6594, -79.39348 43.6592, -79.39409 43.65907, -79.39461 43.65897, -79.39468 43.65895, -79.39529 43.65883, -79.3959 43.6587, -79.39621 43.65864, -79.39704 43.65848, -79.3982 43.65826, -79.39905 43.6581, -79.39963 43.65798, -79.39976 43.65797, -79.39984 43.65797, -79.40005 43.65795, -79.40018 43.65797, -79.40028 43.65797, -79.40081 43.65786, -79.40103 43.65782, -79.40185 43.65765, -79.40283 43.65746, -79.4032 43.65738, -79.40381 43.65726, -79.40408 43.65721, -79.40453 43.65712, -79.40523 43.65698, -79.40583 43.65686, -79.40652 43.65672, -79.40772 43.65648, -79.40835 43.65635, -79.40896 43.65623, -79.41016 43.65597, -79.41141 43.65571, -79.41262 43.65546))"
"403",Davenport Rd,Old Weston Rd,Foundry Ave,"2001","2009","8",Bike Lane,PL,Minor Arterial,Arterial,Sep 2007 - Jun 2009*,,"2020",,PL,No changes in type,,,,,,"1.069790859384054","7",range,,2007/09/01 00:00:00,2009-06-30,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.44942 43.67137, -79.44947 43.67137, -79.4511 43.6711, -79.45138 43.67104, -79.45145 43.67103, -79.45211 43.67091, -79.4525 43.67085, -79.45326 43.67072, -79.45446 43.67052, -79.45471 43.67049, -79.45502 43.67043, -79.45543 43.67038, -79.4556 43.67036, -79.45579 43.67034, -79.45616 43.67029, -79.45659 43.67025, -79.45673 43.67023, -79.45703 43.67021, -79.4577 43.67015, -79.45834 43.6701, -79.45857 43.67015, -79.45889 43.67024, -79.45954 43.67041, -79.45973 43.67046, -79.4607 43.67069, -79.46131 43.67084, -79.46144 43.67087, -79.46177 43.67093, -79.46219 43.67102, -79.46233 43.67102))"
"404",Davenport Rd,Madison Ave,Cottingham Rd,"2001","2007","6",Bike Lane,PL,Minor Arterial,Arterial,Pre-2007,"Sep 2007 SV: https://www.google.com/maps/@43.6777693,-79.4069575,3a,48.7y,79.88h,73.8t/data=!3m7!1e1!3m5!1sZcnyVe4oHoDQQdGG5_bhBQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.1473752173158572","91",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40525 43.67782, -79.4054 43.67789, -79.40557 43.67794, -79.40579 43.67797, -79.40587 43.67797, -79.40602 43.67798, -79.40609 43.67797, -79.40618 43.67796, -79.40698 43.67773))"
"406",Gerrard St E,River St,Blackburn St,"2001","2007","6",Bike Lane,PL,Minor Arterial,Arterial,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.6646597,-79.3556234,3a,75y,250.74h,68.03t/data=!3m7!1e1!3m5!1s6HkQrxeLHAhoccpExrxjWw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"0.3396104596233372","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.35924 43.66371, -79.35892 43.6638, -79.35706 43.66432, -79.35652 43.66446, -79.35556 43.66472, -79.35529 43.66478))"
"407",Gerrard St W,Bay St,Yonge St,"2001","2007","6",Cycle Track,PL,Minor Arterial,Arterial,pre Sep 2007,,"2020",18-Dec-20,PBL,"SV Jun 2021: https://www.google.ca/maps/@43.6585353,-79.3845936,3a,75y,76.88h,82.65t/data=!3m7!1e1!3m5!1sOYE9BajGhYJvRvFhRFMajw!2e0!5s20210601T000000!7i16384!8i8192?entry=ttu",,,,,,"0.2326057922729558","21",pre_month,,,,2007-09,,"1",day,2020/12/18 00:00:00,,,,,,,,,,,,,"2",,"MULTILINESTRING ((-79.38212 43.6591, -79.38489 43.65851))"
"408",Lake Shore Blvd W,Brown's Line,Twenty Second St,"2001","2007","6",Bike Lane,PL,Major Arterial,Arterial,pre Sep 2007,"Sep 2007 SV: https://www.google.com/maps/@43.5932537,-79.5386475,3a,49.4y,74.41h,74.02t/data=!3m7!1e1!3m5!1s0_bufGhbF0yoFLDRoZbKhQ!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"1.465309271173591","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.52132 43.59721, -79.52172 43.59713, -79.52249 43.59696, -79.5237 43.5967, -79.52441 43.59653, -79.525 43.59642, -79.52762 43.59581, -79.5283 43.59567, -79.52977 43.59532, -79.53031 43.5952, -79.53099 43.59506, -79.5324 43.59474, -79.53402 43.59436, -79.53561 43.59399, -79.537 43.59366, -79.53818 43.5934, -79.53868 43.59327))"
"430",Steeles Ave E,143.5 M W Milliken Park Trl,Markham Rd,"2001","2007","6",Bike Lane,PL,Major Arterial,Arterial,pre 2007,"PL installed pre 2007, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.8345509,-79.2606351,3a,32.8y,246.53h,79.15t/data=!3m7!1e1!3m5!1sFe7Vm6AnB_gwD6sNgK6JAw!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"1.823491010157717","1",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.27283 43.83159, -79.27207 43.83176, -79.27113 43.83198, -79.2695 43.83235, -79.26796 43.8327, -79.26635 43.83309, -79.26359 43.83373, -79.26115 43.8343, -79.26004 43.83457, -79.25615 43.83546, -79.25525 43.83567, -79.25434 43.83588, -79.25216 43.83639, -79.25119 43.8366))"
"431",Steeles Ave E,Beare Rd,Scarborough Pickering Town Line,"2001","2009","8",Bike Lane - Buffered,BUF,Minor Arterial,Arterial,pre 2009,"PL (BUF) installed pre 2009, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.8547036,-79.1734155,3a,28.1y,353.61h,80.53t/data=!3m7!1e1!3m5!1s-Prgq8OBR3ymkWmvXNtw1Q!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.8207686627352462","5",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.18002 43.85317, -79.17757 43.85376, -79.17695 43.85391, -79.17663 43.85398, -79.17615 43.85409, -79.17114 43.85526, -79.17029 43.85546))"
"471",West Rd,High Park Trl,Colborne Lodge Dr,"2001","2007","6",Bike Lane,PL,Other,Local,pre-2007,"SV Sep 2007: https://www.google.com/maps/@43.652035,-79.4657077,3a,75y,211.71h,78.42t/data=!3m7!1e1!3m5!1sNITH9fx5amm6mR5kpuHNWg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu",,,,,,,,,,"1.118725773371709","15",pre_year,,,,"2007",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.46517 43.64523, -79.46542 43.64521, -79.46554 43.64521, -79.46586 43.6452, -79.4659 43.6452, -79.46609 43.64522, -79.46612 43.64523, -79.46638 43.64529, -79.46672 43.64541, -79.46686 43.64549, -79.46691 43.64554, -79.46694 43.64558, -79.46707 43.64579, -79.46708 43.64581, -79.46753 43.64693, -79.46755 43.64701, -79.4676 43.6472, -79.46771 43.64822, -79.46774 43.6484, -79.46779 43.64861, -79.46801 43.64922, -79.46806 43.64944, -79.46809 43.64972, -79.46807 43.64988, -79.468 43.65004, -79.46787 43.65019, -79.46769 43.65033, -79.46747 43.65043, -79.4671 43.65059, -79.46678 43.65088, -79.46669 43.65097, -79.46629 43.65137, -79.4659 43.65176, -79.46577 43.65191, -79.4656 43.65214, -79.46545 43.65235, -79.46543 43.6524, -79.46539 43.65245, -79.46529 43.65273, -79.46519 43.65311, -79.46517 43.65341))"
"481",Sherbourne St,Bloor St E,Front St E,"2001","2009","8",Cycle Track,PL,Minor Arterial,Arterial,Pre 2009,"PL pre 2009, later upgraded, https://www.google.com/maps/@43.6601479,-79.3717699,3a,75y,135.22h,60.75t/data=!3m7!1e1!3m5!1swEYCms_IkcId7OeZE37VEA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu","2013",,PBL,"Upgraded to curb protected, PBL both sides of road. Seen under construiction Oct 2012 from sat imagery, see completed summer 2013. Will put 2013",,,,,,"2.547181451916014","4",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.36789 43.65039, -79.36807 43.65083, -79.36826 43.65128, -79.36864 43.65215, -79.36915 43.65338, -79.36928 43.65389, -79.36946 43.65453, -79.36953 43.65472, -79.36958 43.65486, -79.36959 43.65488, -79.37012 43.65616, -79.37103 43.65829, -79.37136 43.65907, -79.37193 43.66045, -79.37203 43.66071, -79.37224 43.66123, -79.37306 43.66319, -79.37395 43.66532, -79.37468 43.66709, -79.37518 43.66825, -79.37539 43.66875, -79.37579 43.66966, -79.37625 43.67079, -79.37645 43.67127, -79.37652 43.67146, -79.37685 43.67236))"
"485",Remembrance Dr,Lake Shore Blvd W,Martin Goodman Trl,"2001","2014","13",Bike Lane,PL,Major Arterial,Arterial,,"PL: https://www.google.com/maps/@43.6344643,-79.4086283,3a,75y,261.82h,73.29t/data=!3m7!1e1!3m5!1sIauI9pWhcv0i6AvWxZIHYg!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.02720903730392289",,,,,,,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.40844 43.63434, -79.40857 43.6344, -79.40862 43.63442, -79.40875 43.63444))"
"486",Harbord St,Ossignton Ave,St. George St,"2001","2007","6",Cycle Track,PL,Minor Arterial,Arterial,pre Sep 2007,"SEP 2007 SV: https://www.google.ca/maps/@43.6585439,-79.4241322,3a,75y,61.37h,69.87t/data=!3m7!1e1!3m5!1sLqTiGq-iurqfB93yxGZNBg!2e0!5s20070901T000000!7i3328!8i1664?entry=ttu","2014",,BUF,"Sv Oct 2014: https://www.google.ca/maps/@43.6588471,-79.4228461,3a,75y,81.87h,90t/data=!3m7!1e1!3m5!1sRjQxW1jDdXi0mzyOhjyhsg!2e0!5s20141001T000000!7i13312!8i6656?entry=ttu; PBL upgrade between Oct 2020 - Jun 2021, SV jun 2021: https://www.google.ca/maps/","2021",,PBL,"Upgraded to PBL, request sent Nov 2020, to be completed within first 2 quarters of 2021: https://secure.toronto.ca/council/agenda-item.do?item=2020.IE17.4",,"2.180095569005042","21",pre_month,,,,2007-09,,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.39844 43.66411, -79.39874 43.66389, -79.39897 43.66376, -79.39904 43.66368, -79.40009 43.6635, -79.40063 43.66338, -79.40128 43.66324, -79.40211 43.66305, -79.40273 43.66294, -79.4029 43.6629, -79.40308 43.66286, -79.40387 43.6627, -79.40482 43.66249, -79.4054 43.66238, -79.40604 43.66226, -79.40662 43.66214, -79.40722 43.66202, -79.40771 43.66191, -79.40785 43.66189, -79.40854 43.66176, -79.40916 43.66164, -79.40977 43.66151, -79.41037 43.66139, -79.41098 43.66127, -79.41159 43.66114, -79.41222 43.66102, -79.41284 43.66089, -79.41344 43.66076, -79.41401 43.66065, -79.41403 43.66065, -79.41407 43.66064, -79.41467 43.66053, -79.41525 43.66041, -79.41586 43.66028, -79.41643 43.66016, -79.4169 43.66006, -79.41751 43.65993, -79.41806 43.65983, -79.41897 43.65964, -79.41901 43.65964, -79.41958 43.65952, -79.42012 43.6594, -79.42068 43.65928, -79.42127 43.65916, -79.42131 43.65915, -79.42188 43.65904, -79.42247 43.65892, -79.42251 43.65891, -79.42309 43.6588, -79.42368 43.65868, -79.42432 43.65855))"
"487",Wellesley St E,Yonge St,Sherbourne St,"2001","2009","8",Cycle Track,PL,Minor Arterial,Arterial,pre-2009,"Jul 2009 SV: https://www.google.com/maps/@43.6651586,-79.3833857,3a,75y,69.27h,86.12t/data=!3m7!1e1!3m5!1sks2V3kEakkA5BbYHZVWsyQ!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu","2014",Jan - May 2014,PBL,Relevant article: https://www.blogto.com/city/2014/05/how_are_the_new_wellesley_st_bike_lanes_working_out/,,,,,,"0.8474101859216474","2",pre_year,,,,"2009",,"3",range,,2014/01/01 00:00:00,2014-05-31,,,,,,,,,,,,,"MULTILINESTRING ((-79.3846 43.66494, -79.38395 43.66507, -79.38384 43.66509, -79.38338 43.66519, -79.3814 43.66563, -79.38096 43.66572, -79.37835 43.66629, -79.37742 43.66649, -79.37731 43.6665, -79.37727 43.66651, -79.37719 43.66652, -79.37699 43.66647, -79.3768 43.66645, -79.37666 43.66643, -79.3765 43.66643, -79.37631 43.66643, -79.37616 43.66644, -79.37603 43.66646, -79.37585 43.66649, -79.37572 43.66652, -79.37553 43.66659, -79.37535 43.66667, -79.37517 43.66677, -79.375 43.66687, -79.37486 43.66698, -79.37468 43.66709))"
"490",Colborne Lodge Dr,West Rd,Centre Rd,"2001","2009","8",Bike Lane,PL,Other,Local,Pre-2009,"pl pre 2009: https://www.google.com/maps/@43.6506887,-79.4648041,3a,75y,14.13h,79.43t/data=!3m7!1e1!3m5!1sa_GQKtBPVWohyidMUqDvZA!2e0!5s20090701T000000!7i13312!8i6656?entry=ttu","2015",,PL,Same type after upgrade,,,,,,"0.8830014203479682","209",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.46475 43.64559, -79.46459 43.64592, -79.46457 43.64601, -79.46458 43.64609, -79.4646 43.64621, -79.46468 43.64646, -79.46486 43.64686, -79.46492 43.64699, -79.46495 43.64709, -79.46495 43.64719, -79.46491 43.64741, -79.46486 43.64775, -79.46487 43.64793, -79.46492 43.64819, -79.465 43.64846, -79.46502 43.64861, -79.46503 43.6487, -79.46502 43.6488, -79.46496 43.64913, -79.46494 43.64922, -79.46484 43.64965, -79.46481 43.64979, -79.46481 43.64984, -79.46481 43.64992, -79.46481 43.64998, -79.46481 43.65005, -79.46481 43.65011, -79.46481 43.65019, -79.46481 43.65025, -79.46481 43.65032, -79.4648 43.65039, -79.4648 43.65046, -79.46479 43.65052, -79.46479 43.65059, -79.46478 43.65066, -79.46478 43.65077, -79.46478 43.65087, -79.46478 43.65098, -79.46477 43.65109, -79.46477 43.65119, -79.46477 43.65129, -79.46476 43.6514, -79.46475 43.6515, -79.46475 43.65157, -79.46474 43.65185, -79.46474 43.65207, -79.46476 43.65224, -79.46477 43.65228, -79.46483 43.65251, -79.46488 43.65265, -79.46517 43.65341))"
"491",Stephen Dr,Berry Rd,Cloverhill Rd,"2001","2009","8",Bike Lane,PL,Collector,Collector,pre 2009,"PL installed pre 2009, see signs duiring this time, no upgrades since: https://www.google.com/maps/@43.6352868,-79.4863482,3a,75y,45.78h,60.59t/data=!3m7!1e1!3m5!1se3ffUZodmSzLiZndM8CyQQ!2e0!5s20090501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,,"0.2716692375046221","5",pre_year,,,,"2009",,,,,,,,,,,,,,,,,,,"MULTILINESTRING ((-79.48629 43.63517, -79.48648 43.63567, -79.48678 43.63644, -79.48723 43.63752))"
"492",Lower Sherbourne St,Front St E,50 M N Queens Quay Blvd East,"2001","2009","8",Cycle Track,PL,Minor Arterial,Arterial,Pre-2009,"PL pre 2009, later upgraded","2015",Fall 2015,PBL,"Upgrade to PBL 2015, construction almost complete: https://www.google.com/maps/@43.6475931,-79.3666684,3a,75y,2.99h,75.62t/data=!3m7!1e1!3m5!1sNNaTnfycUb-mOSeZ2Tw12w!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,"0.5651403535319922","209",pre_year,,,,"2009",,"2",semester,,2015/09/01 00:00:00,2015-12-31,,,,,,,,,,,,,"MULTILINESTRING ((-79.3657 43.64557, -79.36574 43.64563, -79.36588 43.64589, -79.36596 43.64604, -79.36606 43.64631, -79.3661 43.64637, -79.36613 43.64644, -79.36617 43.64654, -79.36622 43.64664, -79.36627 43.64675, -79.3664 43.64705, -79.36642 43.6471, -79.36647 43.64721, -79.36648 43.64724, -79.36653 43.64733, -79.36659 43.64746, -79.36713 43.64867, -79.3673 43.64905, -79.36789 43.65039))"
